net_name,status,bbox_area,bbox_aspect,bbox_cx,bbox_cy,bbox_dx,bbox_dy,bbox_perimeter,bbox_xmax,bbox_xmin,bbox_ymax,bbox_ymin,bterm_count,dist_drv_sink_max,dist_drv_sink_mean,dist_drv_sink_sum,driver_inst_area,driver_is_buf,driver_is_clkbuf,driver_is_ff_q,driver_is_inv,fanout,has_bterm,has_multiple_drivers,hpwl,is_bus_bit,is_clock_like,is_enable_like,is_reg2reg_candidate,is_reset_like,iterm_count,net_dbid,num_buf_drivers,num_buf_sinks,num_clkbuf_drivers,num_drivers,num_ff_sinks_d,num_inout,num_inv_drivers,num_inv_sinks,num_port_drivers,num_port_sinks,num_sinks,odb_net,sink_area_buf_sum,sink_area_ff_sum,sink_area_inv_sum,sink_area_max,sink_area_mean,sink_area_std,sink_area_sum,sink_centroid_dist_to_driver,sink_cnt,sink_dist_p50,sink_dist_p90,sink_dist_p95,sink_max_x,sink_max_y,sink_min_x,sink_min_y,sink_quadrant_q1,sink_quadrant_q2,sink_quadrant_q3,sink_quadrant_q4,sink_x_mean,sink_x_std,sink_y_mean,sink_y_std,term_count
"net140","OK","15.950627999999996","0.2593726089952343","6.333","29.894","2.034","7.841999999999999","19.751999999999995","7.35","5.316","33.815","25.973","0","11.38","11.38","11.38","3.7536","1","0","0","0","1","0","0","9.875999999999998","0","0","0","0","0","2","_309b6ada2e5a0000_p_Net","1","0","0","1","0","0","0","0","0","0","1","_309b6ada2e5a0000_p_odb__dbNet","0.0","0.0","0.0","6.256","6.256","","6.256","11.38","1","11.38","11.38","11.38","8.05","34.0","8.05","34.0","1","0","0","0","8.05","","34.0","","2"
"net141","OK","2.145892000000003","0.3658133772230336","12.658999999999999","32.624","0.886000000000001","2.4220000000000006","6.616000000000003","13.102","12.216","33.835","31.413","0","4.099999999999998","4.099999999999998","4.099999999999998","3.7536","1","0","0","0","1","0","0","3.3080000000000016","0","0","0","0","0","2","_a89b6ada2e5a0000_p_Net","1","0","0","1","0","0","0","0","0","0","1","_a89b6ada2e5a0000_p_odb__dbNet","0.0","0.0","0.0","6.256","6.256","","6.256","4.099999999999998","1","4.099999999999998","4.099999999999998","4.099999999999998","13.11","34.0","13.11","34.0","1","0","0","0","13.11","","34.0","","2"
"net142","OK","9.964511999999994","0.33278508765848236","11.746500000000001","34.149","1.8209999999999997","5.471999999999998","14.585999999999995","12.657","10.836","36.885","31.413","0","7.739999999999998","7.739999999999998","7.739999999999998","3.7536","1","0","0","0","1","0","0","7.2929999999999975","0","0","0","0","0","2","_209c6ada2e5a0000_p_Net","1","0","0","1","0","0","0","0","0","0","1","_209c6ada2e5a0000_p_odb__dbNet","0.0","0.0","0.0","6.256","6.256","","6.256","7.739999999999998","1","7.739999999999998","7.739999999999998","7.739999999999998","12.65","36.72","12.65","36.72","1","0","0","0","12.65","","36.72","","2"
"net143","OK","0.5292979999999946","0.004536197000135463","8.5075","36.814","0.04899999999999949","10.802000000000003","21.702000000000005","8.532","8.483","42.215","31.413","0","11.339999999999996","11.339999999999996","11.339999999999996","3.7536","1","0","0","0","1","0","0","10.851000000000003","0","0","0","0","0","2","_989c6ada2e5a0000_p_Net","1","0","0","1","0","0","0","0","0","0","1","_989c6ada2e5a0000_p_odb__dbNet","0.0","0.0","0.0","6.256","6.256","","6.256","11.339999999999996","1","11.339999999999996","11.339999999999996","11.339999999999996","8.51","42.16","8.51","42.16","1","0","0","0","8.51","","42.16","","2"
"net144","OK","5.813471999999998","0.9067930486150103","11.475","32.679","2.2959999999999994","2.532","9.655999999999999","12.623","10.327","33.945","31.413","0","5.479999999999999","5.479999999999999","5.479999999999999","3.7536","1","0","0","0","1","0","0","4.827999999999999","0","0","0","0","0","2","_109d6ada2e5a0000_p_Net","1","0","0","1","0","0","0","0","0","0","1","_109d6ada2e5a0000_p_odb__dbNet","0.0","0.0","0.0","6.256","6.256","","6.256","5.479999999999999","1","5.479999999999999","5.479999999999999","5.479999999999999","10.35","34.0","10.35","34.0","0","1","0","0","10.35","","34.0","","2"
"net789","OK","2.379727999999982","0.08209509656721796","32.164","101.838","0.4419999999999966","5.384","11.651999999999994","32.385","31.943","104.53","99.146","0","5.899999999999999","5.899999999999999","5.899999999999999","3.7536","1","0","0","0","1","0","0","5.825999999999997","0","0","0","0","0","2","_889d6ada2e5a0000_p_Net","1","1","0","1","0","0","0","0","0","0","1","_889d6ada2e5a0000_p_odb__dbNet","3.7536","0.0","0.0","3.7536","3.7536","","3.7536","5.899999999999999","1","5.899999999999999","5.899999999999999","5.899999999999999","31.97","104.72","31.97","104.72","0","1","0","0","31.97","","104.72","","2"
"net790","OK","7.055991999999997","0.7614980286591674","28.024","100.668","2.3180000000000014","3.043999999999997","10.723999999999997","29.183","26.865","102.19","99.146","0","5.940000000000001","5.940000000000001","5.940000000000001","3.7536","1","0","0","0","1","0","0","5.361999999999998","0","0","0","0","0","2","_009e6ada2e5a0000_p_Net","1","1","0","1","0","0","0","0","0","0","1","_009e6ada2e5a0000_p_odb__dbNet","3.7536","0.0","0.0","3.7536","3.7536","","3.7536","5.940000000000001","1","5.940000000000001","5.940000000000001","5.940000000000001","26.45","102.0","26.45","102.0","0","1","0","0","26.45","","102.0","","2"
"net147","OK","30.67028399999999","1.0541342230155484","10.24","47.443","5.686","5.393999999999998","22.159999999999997","13.083","7.397","50.14","44.746","0","9.579999999999998","9.579999999999998","9.579999999999998","3.7536","1","0","0","0","1","0","0","11.079999999999998","0","0","0","0","0","2","_789e6ada2e5a0000_p_Net","1","0","0","1","0","0","0","0","0","0","1","_789e6ada2e5a0000_p_odb__dbNet","0.0","0.0","0.0","16.265600000000003","16.265600000000003","","16.265600000000003","9.579999999999998","1","9.579999999999998","9.579999999999998","9.579999999999998","9.43","50.32","9.43","50.32","0","1","0","0","9.43","","50.32","","2"
"net148","OK","3.446126999999997","0.11848692747663866","10.6425","55.9165","0.6389999999999993","5.393000000000001","12.064","10.962","10.323","58.613","53.22","0","7.049999999999999","7.049999999999999","7.049999999999999","3.7536","1","0","0","0","1","0","0","6.032","0","0","0","0","0","2","_f09e6ada2e5a0000_p_Net","1","0","0","1","0","0","0","0","0","0","1","_f09e6ada2e5a0000_p_odb__dbNet","0.0","0.0","0.0","12.512","12.512","","12.512","7.049999999999999","1","7.049999999999999","7.049999999999999","7.049999999999999","9.2","53.04","9.2","53.04","0","0","1","0","9.2","","53.04","","2"
"net149","OK","1.7119130000000005","0.29695960004291483","12.2665","48.9855","0.7129999999999992","2.4010000000000034","6.228000000000005","12.623","11.91","50.186","47.785","0","5.019999999999998","5.019999999999998","5.019999999999998","3.7536","1","0","0","0","1","0","0","3.1140000000000025","0","0","0","0","0","2","_689f6ada2e5a0000_p_Net","1","0","0","1","0","0","0","0","0","0","1","_689f6ada2e5a0000_p_odb__dbNet","0.0","0.0","0.0","11.2608","11.2608","","11.2608","5.019999999999998","1","5.019999999999998","5.019999999999998","5.019999999999998","10.81","47.6","10.81","47.6","0","0","1","0","10.81","","47.6","","2"
"net150","OK","6.246212000000002","0.10144004076698847","16.294","67.9765","0.7959999999999994","7.847000000000008","17.286000000000016","16.692","15.896","71.9","64.053","0","8.849999999999996","8.849999999999996","8.849999999999996","3.7536","1","0","0","0","1","0","0","8.643000000000008","0","0","0","0","0","2","_e09f6ada2e5a0000_p_Net","1","0","0","1","0","0","0","0","0","0","1","_e09f6ada2e5a0000_p_odb__dbNet","0.0","0.0","0.0","12.512","12.512","","12.512","8.849999999999996","1","8.849999999999996","8.849999999999996","8.849999999999996","14.72","72.08","14.72","72.08","0","1","0","0","14.72","","72.08","","2"
"net151","OK","0.5036440000000021","0.05471324981716769","10.24","68.023","0.16600000000000037","3.034000000000006","6.400000000000013","10.323","10.157","69.54","66.506","0","4.099999999999998","4.099999999999998","4.099999999999998","3.7536","1","0","0","0","1","0","0","3.2000000000000064","0","0","0","0","0","2","_58a06ada2e5a0000_p_Net","1","0","0","1","0","0","0","0","0","0","1","_58a06ada2e5a0000_p_odb__dbNet","0.0","0.0","0.0","16.265600000000003","16.265600000000003","","16.265600000000003","4.099999999999998","1","4.099999999999998","4.099999999999998","4.099999999999998","12.19","69.36","12.19","69.36","1","0","0","0","12.19","","69.36","","2"
"net152","OK","0.9904770000000044","0.25341426390823774","13.3865","65.0415","0.5010000000000012","1.9770000000000039","4.95600000000001","13.637","13.136","66.03","64.053","0","3.179999999999998","3.179999999999998","3.179999999999998","3.7536","1","0","0","0","1","0","0","2.478000000000005","0","0","0","0","0","2","_d0a06ada2e5a0000_p_Net","1","0","0","1","0","0","0","0","0","0","1","_d0a06ada2e5a0000_p_odb__dbNet","0.0","0.0","0.0","8.758400000000002","8.758400000000002","","8.758400000000002","3.179999999999998","1","3.179999999999998","3.179999999999998","3.179999999999998","13.11","66.64","13.11","66.64","0","1","0","0","13.11","","66.64","","2"
"net153","OK","2.479222999999993","0.07081291193665466","13.846499999999999","50.6915","0.4189999999999987","5.917000000000002","12.672","14.056","13.637","53.65","47.733","0","5.899999999999999","5.899999999999999","5.899999999999999","3.7536","1","0","0","0","1","0","0","6.336","0","0","0","0","0","2","_48a16ada2e5a0000_p_Net","1","0","0","1","0","0","0","0","0","0","1","_48a16ada2e5a0000_p_odb__dbNet","0.0","0.0","0.0","8.758400000000002","8.758400000000002","","8.758400000000002","5.899999999999999","1","5.899999999999999","5.899999999999999","5.899999999999999","13.11","53.04","13.11","53.04","0","1","0","0","13.11","","53.04","","2"
"net154","OK","25.492044000000032","0.8761586946836925","8.139","69.203","4.726000000000001","5.3940000000000055","20.240000000000013","10.502","5.776","71.9","66.506","0","8.889999999999997","8.889999999999997","8.889999999999997","3.7536","1","0","0","0","1","0","0","10.120000000000006","0","0","0","0","0","2","_c0a16ada2e5a0000_p_Net","1","0","0","1","0","0","0","0","0","0","1","_c0a16ada2e5a0000_p_odb__dbNet","0.0","0.0","0.0","12.512","12.512","","12.512","8.889999999999997","1","8.889999999999997","8.889999999999997","8.889999999999997","8.74","72.08","8.74","72.08","1","0","0","0","8.74","","72.08","","2"
"net155","OK","0.034085999999994336","16.108695301987623","12.586500000000001","71.923","0.7410000000000014","0.04599999999999227","1.5739999999999874","12.957","12.216","71.946","71.9","0","2.99","2.99","2.99","3.7536","1","0","0","0","1","0","0","0.7869999999999937","0","0","0","0","0","2","_38a26ada2e5a0000_p_Net","1","0","0","1","0","0","0","0","0","0","1","_38a26ada2e5a0000_p_odb__dbNet","0.0","0.0","0.0","12.512","12.512","","12.512","2.99","1","2.99","2.99","2.99","14.72","72.08","14.72","72.08","1","0","0","0","14.72","","72.08","","2"
"net156","OK","11.337297999999953","3.0818560984974805","10.5715","68.53399999999999","5.911","1.9179999999999922","15.657999999999983","13.527","7.616","69.493","67.575","0","8.7","8.7","8.7","3.7536","1","0","0","0","1","0","0","7.828999999999992","0","0","0","0","0","2","_b0a26ada2e5a0000_p_Net","1","0","0","1","0","0","0","0","0","0","1","_b0a26ada2e5a0000_p_odb__dbNet","0.0","0.0","0.0","8.758400000000002","8.758400000000002","","8.758400000000002","8.7","1","8.7","8.7","8.7","13.11","66.64","13.11","66.64","0","0","0","1","13.11","","66.64","","2"
"net157","OK","13.476072000000007","0.44760342619872356","8.384","50.4765","2.4560000000000004","5.487000000000002","15.886000000000005","9.612","7.156","53.22","47.733","0","7.969999999999997","7.969999999999997","7.969999999999997","3.7536","1","0","0","0","1","0","0","7.943000000000002","0","0","0","0","0","2","_28a36ada2e5a0000_p_Net","1","0","0","1","0","0","0","0","0","0","1","_28a36ada2e5a0000_p_odb__dbNet","0.0","0.0","0.0","12.512","12.512","","12.512","7.969999999999997","1","7.969999999999997","7.969999999999997","7.969999999999997","9.2","53.04","9.2","53.04","1","0","0","0","9.2","","53.04","","2"
"net158","OK","0.21534300000000198","0.0234091658346823","6.7315000000000005","73.41650000000001","0.07100000000000062","3.0330000000000013","6.208000000000004","6.767","6.696","74.933","71.9","0","5.249999999999999","5.249999999999999","5.249999999999999","3.7536","1","0","0","0","1","0","0","3.104000000000002","0","0","0","0","0","2","_a0a36ada2e5a0000_p_Net","1","0","0","1","0","0","0","0","0","0","1","_a0a36ada2e5a0000_p_odb__dbNet","0.0","0.0","0.0","12.512","12.512","","12.512","5.249999999999999","1","5.249999999999999","5.249999999999999","5.249999999999999","8.74","72.08","8.74","72.08","0","0","0","1","8.74","","72.08","","2"
"net159","OK","6.683159000000011","0.21798808014845789","12.8195","72.1645","1.2070000000000007","5.537000000000006","13.488000000000014","13.423","12.216","74.933","69.396","0","5.899999999999997","5.899999999999997","5.899999999999997","3.7536","1","0","0","0","1","0","0","6.744000000000007","0","0","0","0","0","2","_18a46ada2e5a0000_p_Net","1","0","0","1","0","0","0","0","0","0","1","_18a46ada2e5a0000_p_odb__dbNet","0.0","0.0","0.0","16.265600000000003","16.265600000000003","","16.265600000000003","5.899999999999997","1","5.899999999999997","5.899999999999997","5.899999999999997","12.19","69.36","12.19","69.36","0","0","1","0","12.19","","69.36","","2"
"net160","OK","1.5938769999999987","0.17557251902569787","5.9715","40.786500000000004","0.5289999999999999","3.012999999999998","7.083999999999996","6.236","5.707","42.293","39.28","0","3.179999999999999","3.179999999999999","3.179999999999999","3.7536","1","0","0","0","1","0","0","3.541999999999998","0","0","0","0","0","2","_90a46ada2e5a0000_p_Net","1","0","0","1","0","0","0","0","0","0","1","_90a46ada2e5a0000_p_odb__dbNet","0.0","0.0","0.0","3.7536","3.7536","","3.7536","3.179999999999999","1","3.179999999999999","3.179999999999999","3.179999999999999","5.29","39.44","5.29","39.44","0","0","1","0","5.29","","39.44","","2"
"net161","OK","0.0027409999999984803","0.0003648303537521399","11.755500000000001","54.2555","0.0009999999999994458","2.7409999999999997","5.483999999999998","11.756","11.755","55.626","52.885","0","4.559999999999999","4.559999999999999","4.559999999999999","3.7536","1","0","0","0","1","0","0","2.741999999999999","0","0","0","0","0","2","_08a56ada2e5a0000_p_Net","1","0","0","1","0","0","0","0","0","0","1","_08a56ada2e5a0000_p_odb__dbNet","0.0","0.0","0.0","8.758400000000002","8.758400000000002","","8.758400000000002","4.559999999999999","1","4.559999999999999","4.559999999999999","4.559999999999999","13.11","53.04","13.11","53.04","0","0","0","1","13.11","","53.04","","2"
"net162","OK","4.915316000000004","0.3964782731052321","14.225","53.8655","1.3960000000000008","3.521000000000001","9.834000000000003","14.923","13.527","55.626","52.105","0","5.02","5.02","5.02","3.7536","1","0","0","0","1","0","0","4.917000000000002","0","0","0","0","0","2","_80a56ada2e5a0000_p_Net","1","0","0","1","0","0","0","0","0","0","1","_80a56ada2e5a0000_p_odb__dbNet","0.0","0.0","0.0","8.758400000000002","8.758400000000002","","8.758400000000002","5.02","1","5.02","5.02","5.02","13.11","53.04","13.11","53.04","0","0","1","0","13.11","","53.04","","2"
"net163","OK","12.783577000000056","2.206481095884294","11.6515","70.6965","5.311","2.4070000000000107","15.436000000000021","14.307","8.996","71.9","69.493","0","8.93","8.93","8.93","3.7536","1","0","0","0","1","0","0","7.718000000000011","0","0","0","0","0","2","_f8a56ada2e5a0000_p_Net","1","0","0","1","0","0","0","0","0","0","1","_f8a56ada2e5a0000_p_odb__dbNet","0.0","0.0","0.0","12.512","12.512","","12.512","8.93","1","8.93","8.93","8.93","14.72","72.08","14.72","72.08","1","0","0","0","14.72","","72.08","","2"
"net164","OK","10.922166000000004","1.1826258633818267","11.713000000000001","68.0255","3.5939999999999994","3.0390000000000015","13.266000000000002","13.51","9.916","69.545","66.506","0","5.479999999999999","5.479999999999999","5.479999999999999","3.7536","1","0","0","0","1","0","0","6.633000000000001","0","0","0","0","0","2","_70a66ada2e5a0000_p_Net","1","0","0","1","0","0","0","0","0","0","1","_70a66ada2e5a0000_p_odb__dbNet","0.0","0.0","0.0","16.265600000000003","16.265600000000003","","16.265600000000003","5.479999999999999","1","5.479999999999999","5.479999999999999","5.479999999999999","12.19","69.36","12.19","69.36","1","0","0","0","12.19","","69.36","","2"
"net165","OK","16.193813999999996","0.22551333488016143","6.2715","48.983000000000004","1.9110000000000005","8.473999999999997","20.769999999999996","7.227","5.316","53.22","44.746","0","12.529999999999996","12.529999999999996","12.529999999999996","3.7536","1","0","0","0","1","0","0","10.384999999999998","0","0","0","0","0","2","_e8a66ada2e5a0000_p_Net","1","0","0","1","0","0","0","0","0","0","1","_e8a66ada2e5a0000_p_odb__dbNet","0.0","0.0","0.0","12.512","12.512","","12.512","12.529999999999996","1","12.529999999999996","12.529999999999996","12.529999999999996","9.2","53.04","9.2","53.04","1","0","0","0","9.2","","53.04","","2"
"net166","OK","5.264951000000002","0.16041193922841485","11.2955","63.9305","0.9190000000000005","5.728999999999999","13.296","11.755","10.836","66.795","61.066","0","8.199999999999998","8.199999999999998","8.199999999999998","3.7536","1","0","0","0","1","0","0","6.648","0","0","0","0","0","2","_60a76ada2e5a0000_p_Net","1","0","0","1","0","0","0","0","0","0","1","_60a76ada2e5a0000_p_odb__dbNet","0.0","0.0","0.0","8.758400000000002","8.758400000000002","","8.758400000000002","8.199999999999998","1","8.199999999999998","8.199999999999998","8.199999999999998","13.11","66.64","13.11","66.64","1","0","0","0","13.11","","66.64","","2"
"net167","OK","7.01881200000003","1.2114665553753718","7.693999999999999","70.6965","2.9159999999999995","2.4070000000000107","10.64600000000002","9.152","6.236","71.9","69.493","0","5.709999999999999","5.709999999999999","5.709999999999999","3.7536","1","0","0","0","1","0","0","5.32300000000001","0","0","0","0","0","2","_d8a76ada2e5a0000_p_Net","1","0","0","1","0","0","0","0","0","0","1","_d8a76ada2e5a0000_p_odb__dbNet","0.0","0.0","0.0","12.512","12.512","","12.512","5.709999999999999","1","5.709999999999999","5.709999999999999","5.709999999999999","8.74","72.08","8.74","72.08","1","0","0","0","8.74","","72.08","","2"
"net168","OK","17.309635999999994","0.577246164978589","6.4425","42.008","3.1609999999999996","5.475999999999999","17.273999999999997","8.023","4.862","44.746","39.27","0","8.660000000000004","8.660000000000004","8.660000000000004","3.7536","1","0","0","0","1","0","0","8.636999999999999","0","0","0","0","0","2","_50a86ada2e5a0000_p_Net","1","0","0","1","0","0","0","0","0","0","1","_50a86ada2e5a0000_p_odb__dbNet","0.0","0.0","0.0","3.7536","3.7536","","3.7536","8.660000000000004","1","8.660000000000004","8.660000000000004","8.660000000000004","5.29","39.44","5.29","39.44","0","0","1","0","5.29","","39.44","","2"
"net169","OK","6.201702000000011","1.567621919774947","11.984","103.1275","3.1179999999999986","1.9890000000000043","10.214000000000006","13.543","10.425","104.122","102.133","0","6.169999999999998","6.169999999999998","6.169999999999998","3.7536","1","0","0","0","1","0","0","5.107000000000003","0","0","0","0","0","2","_c8a86ada2e5a0000_p_Net","1","0","0","1","0","0","0","0","0","0","1","_c8a86ada2e5a0000_p_odb__dbNet","0.0","0.0","0.0","7.5072","7.5072","","7.5072","6.169999999999998","1","6.169999999999998","6.169999999999998","6.169999999999998","10.58","104.72","10.58","104.72","0","1","0","0","10.58","","104.72","","2"
"net170","OK","13.894407999999999","0.23422487662500335","6.218","95.104","1.8040000000000003","7.701999999999998","19.011999999999997","7.12","5.316","98.955","91.253","0","11.149999999999997","11.149999999999997","11.149999999999997","3.7536","1","0","0","0","1","0","0","9.505999999999998","0","0","0","0","0","2","_40a96ada2e5a0000_p_Net","1","0","0","1","0","0","0","0","0","0","1","_40a96ada2e5a0000_p_odb__dbNet","0.0","0.0","0.0","5.0048","5.0048","","5.0048","11.149999999999997","1","11.149999999999997","11.149999999999997","11.149999999999997","7.82","99.28","7.82","99.28","1","0","0","0","7.82","","99.28","","2"
"net171","OK","7.083497999999994","1.2277268937436623","6.7905","32.614","2.9490000000000007","2.4019999999999975","10.701999999999996","8.265","5.316","33.815","31.413","0","5.9399999999999995","5.9399999999999995","5.9399999999999995","3.7536","1","0","0","0","1","0","0","5.350999999999998","0","0","0","0","0","2","_b8a96ada2e5a0000_p_Net","1","0","0","1","0","0","0","0","0","0","1","_b8a96ada2e5a0000_p_odb__dbNet","0.0","0.0","0.0","6.256","6.256","","6.256","5.9399999999999995","1","5.9399999999999995","5.9399999999999995","5.9399999999999995","8.05","34.0","8.05","34.0","1","0","0","0","8.05","","34.0","","2"
"net172","OK","0.08403199999999932","2.059405930399001","13.795","36.954","0.41600000000000037","0.20199999999999818","1.235999999999997","14.003","13.587","37.055","36.853","0","1.8399999999999999","1.8399999999999999","1.8399999999999999","3.7536","1","0","0","0","1","0","0","0.6179999999999986","0","0","0","0","0","2","_30aa6ada2e5a0000_p_Net","1","0","0","1","0","0","0","0","0","0","1","_30aa6ada2e5a0000_p_odb__dbNet","0.0","0.0","0.0","6.256","6.256","","6.256","1.8399999999999999","1","1.8399999999999999","1.8399999999999999","1.8399999999999999","12.65","36.72","12.65","36.72","0","0","1","0","12.65","","36.72","","2"
"net173","OK","2.6399519999999974","0.09621993125310799","11.504000000000001","148.474","0.5039999999999996","5.2379999999999995","11.483999999999998","11.756","11.252","151.093","145.855","0","6.359999999999998","6.359999999999998","6.359999999999998","3.7536","1","0","0","0","1","0","0","5.741999999999999","0","0","0","0","0","2","_a8aa6ada2e5a0000_p_Net","1","0","0","1","0","0","0","0","0","0","1","_a8aa6ada2e5a0000_p_odb__dbNet","0.0","0.0","0.0","6.256","6.256","","6.256","6.359999999999998","1","6.359999999999998","6.359999999999998","6.359999999999998","12.19","145.52","12.19","145.52","0","0","0","1","12.19","","145.52","","2"
"net174","OK","8.330696000000032","0.9170537488662701","13.597999999999999","155.053","2.764000000000001","3.01400000000001","11.556000000000022","14.98","12.216","156.56","153.546","0","6.399999999999999","6.399999999999999","6.399999999999999","3.7536","1","0","0","0","1","0","0","5.778000000000011","0","0","0","0","0","2","_20ab6ada2e5a0000_p_Net","1","0","0","1","0","0","0","0","0","0","1","_20ab6ada2e5a0000_p_odb__dbNet","0.0","0.0","0.0","3.7536","3.7536","","3.7536","6.399999999999999","1","6.399999999999999","6.399999999999999","6.399999999999999","15.41","156.4","15.41","156.4","1","0","0","0","15.41","","156.4","","2"
"net175","OK","13.695616000000047","1.5076310545760963","22.768","127.85300000000001","4.5440000000000005","3.01400000000001","15.116000000000021","25.04","20.496","129.36","126.346","0","7.3199999999999825","7.3199999999999825","7.3199999999999825","3.7536","1","0","0","0","1","0","0","7.5580000000000105","0","0","0","0","0","2","_98ab6ada2e5a0000_p_Net","1","0","0","1","0","0","0","0","0","0","1","_98ab6ada2e5a0000_p_odb__dbNet","0.0","0.0","0.0","3.7536","3.7536","","3.7536","7.3199999999999825","1","7.3199999999999825","7.3199999999999825","7.3199999999999825","24.61","129.2","24.61","129.2","1","0","0","0","24.61","","129.2","","2"
"net176","OK","30.895591999999972","0.97057780911546","18.174","88.634","5.475999999999999","5.641999999999996","22.23599999999999","20.912","15.436","91.455","85.813","0","12.34","12.34","12.34","3.7536","1","0","0","0","1","0","0","11.117999999999995","0","0","0","0","0","2","_10ac6ada2e5a0000_p_Net","1","0","0","1","0","0","0","0","0","0","1","_10ac6ada2e5a0000_p_odb__dbNet","0.0","0.0","0.0","6.256","6.256","","6.256","12.34","1","12.34","12.34","12.34","21.85","91.12","21.85","91.12","1","0","0","0","21.85","","91.12","","2"
"net177","OK","0.6457610000001233","671.9677202589778","29.0715","93.6905","20.831000000000003","0.03100000000000591","41.72400000000002","39.487","18.656","93.706","93.675","0","21.619999999999997","21.619999999999997","21.619999999999997","3.7536","1","0","0","0","1","0","0","20.86200000000001","0","0","0","0","0","2","_88ac6ada2e5a0000_p_Net","1","0","0","1","0","0","0","0","0","0","1","_88ac6ada2e5a0000_p_odb__dbNet","0.0","0.0","0.0","6.256","6.256","","6.256","21.619999999999997","1","21.619999999999997","21.619999999999997","21.619999999999997","39.79","93.84","39.79","93.84","1","0","0","0","39.79","","93.84","","2"
"net178","OK","10.922736000000036","1.20238885162495","7.128","149.613","3.6239999999999997","3.01400000000001","13.27600000000002","8.94","5.316","151.12","148.106","0","6.399999999999999","6.399999999999999","6.399999999999999","3.7536","1","0","0","0","1","0","0","6.63800000000001","0","0","0","0","0","2","_00ad6ada2e5a0000_p_Net","1","0","0","1","0","0","0","0","0","0","1","_00ad6ada2e5a0000_p_odb__dbNet","0.0","0.0","0.0","3.7536","3.7536","","3.7536","6.399999999999999","1","6.399999999999999","6.399999999999999","6.399999999999999","8.51","150.96","8.51","150.96","1","0","0","0","8.51","","150.96","","2"
"net179","OK","0.23051599999999325","0.00839854933987405","12.193999999999999","31.045499999999997","0.04399999999999871","5.239000000000001","10.565999999999999","12.216","12.172","33.665","28.426","0","6.82","6.82","6.82","3.7536","1","0","0","0","1","0","0","5.2829999999999995","0","0","0","0","0","2","_78ad6ada2e5a0000_p_Net","1","0","0","1","0","0","0","0","0","0","1","_78ad6ada2e5a0000_p_odb__dbNet","0.0","0.0","0.0","6.256","6.256","","6.256","6.82","1","6.82","6.82","6.82","13.11","34.0","13.11","34.0","1","0","0","0","13.11","","34.0","","2"
"net180","OK","1.3262080000000023","0.13048933496534212","7.824","127.739","0.41600000000000037","3.1880000000000024","7.2080000000000055","8.032","7.616","129.333","126.145","0","4.559999999999985","4.559999999999985","4.559999999999985","3.7536","1","0","0","0","1","0","0","3.6040000000000028","0","0","0","0","0","2","_f0ad6ada2e5a0000_p_Net","1","0","0","1","0","0","0","0","0","0","1","_f0ad6ada2e5a0000_p_odb__dbNet","0.0","0.0","0.0","6.256","6.256","","6.256","4.559999999999985","1","4.559999999999985","4.559999999999985","4.559999999999985","8.97","126.48","8.97","126.48","0","0","0","1","8.97","","126.48","","2"
"net181","OK","51.68683800000002","0.72251123188431","35.9715","119.664","6.111000000000004","8.457999999999998","29.138000000000005","39.027","32.916","123.893","115.435","0","15.06000000000001","15.06000000000001","15.06000000000001","3.7536","1","0","0","0","1","0","0","14.569000000000003","0","0","0","0","0","2","_68ae6ada2e5a0000_p_Net","1","0","0","1","0","0","0","0","0","0","1","_68ae6ada2e5a0000_p_odb__dbNet","0.0","0.0","0.0","6.256","6.256","","6.256","15.06000000000001","1","15.06000000000001","15.06000000000001","15.06000000000001","39.33","115.6","39.33","115.6","0","0","0","1","39.33","","115.6","","2"
"net182","OK","0.021868000000007354","0.0007316627033600994","25.098","142.94650000000001","0.004000000000001336","5.467000000000013","10.942000000000029","25.1","25.096","145.68","140.213","0","6.359999999999999","6.359999999999999","6.359999999999999","3.7536","1","0","0","0","1","0","0","5.471000000000014","0","0","0","0","0","2","_e0ae6ada2e5a0000_p_Net","1","0","0","1","0","0","0","0","0","0","1","_e0ae6ada2e5a0000_p_odb__dbNet","0.0","0.0","0.0","3.7536","3.7536","","3.7536","6.359999999999999","1","6.359999999999999","6.359999999999999","6.359999999999999","25.53","145.52","25.53","145.52","1","0","0","0","25.53","","145.52","","2"
"net183","OK","0.23047199999999785","0.008400152728445865","7.593999999999999","148.474","0.043999999999999595","5.2379999999999995","10.563999999999998","7.616","7.572","151.093","145.855","0","6.819999999999998","6.819999999999998","6.819999999999998","3.7536","1","0","0","0","1","0","0","5.281999999999999","0","0","0","0","0","2","_58af6ada2e5a0000_p_Net","1","0","0","1","0","0","0","0","0","0","1","_58af6ada2e5a0000_p_odb__dbNet","0.0","0.0","0.0","6.256","6.256","","6.256","6.819999999999998","1","6.819999999999998","6.819999999999998","6.819999999999998","8.51","145.52","8.51","145.52","0","0","0","1","8.51","","145.52","","2"
